RYM Album, First Name,Last Name,First Name localized, Last Name localized,Title,Release_Date,Rating,Ownership,Purchase Date,Media Type,Review
"592521","","Roland Kayn","","","Tektra","1984","0","w","","LP",  ""
"40453","","Roy Montgomery","","","Temple IV","1996","7","w","","CD",  ""
"719545","","The Sisters of Mercy","","","Temple of Love / Heartland","1983","0","w","","LP",  ""
"865996","","Leathernecks","","","Test Attack","1994","0","w","","LP",  ""
"1447643","","Ryoji Ikeda","","","Test Pattern","2008","8","o","","MP3",  ""
"10542321","","Duster","","","Test Phase, Tape One","2018","0","w","","MP3",  ""
"151388","","石川忠 [Chu Ishikawa]","","","Tetsuo","1992","0","w","","CD",  ""
"39430","","Farben","","","Textstar","2002","7","w","","CD",  ""
"25197","","Beaumont Hannant","","","Texturology","1994","0","o","","MP3",  ""
"304386","","Jedi Mind Tricks","","","The Amber Probe E.P.","1996","0","w","","LP",  ""
"442105","","Coil","","","The Ape of Naples","2005","8","o","","MP3",  ""
"23310","","Glenn Branca","","","The Ascension","1981","8","o","","MP3",  ""
"155439","","Merciless","","","The Awakening","1990","0","o","","MP3",  ""
"216093","","Maeror Tri","","","The Beauty of Sadness","1996","8","o","","MP3",  ""
"94445","","Fad Gadget","","","The Best of Fad Gadget","2001","7","o","","MP3",  ""
"17906","","Mingus","","","The Black Saint and the Sinner Lady","1963","8","o","","MP3",  ""
"755","","Charles Mingus","","","The Clown","1957","8","o","","MP3",  ""
"27705","","Miles Davis","","","The Complete Bitches Brew Sessions","1998","0","o","","MP3",  ""
"12517","","Royal Concertgebouw Orchestra / Asko Ensemble / Riccardo Chailly","","","The Complete Works","1998","0","w","","CD",  ""
"11736107","","Matmos","","","The Consuming Flame: Open Exercises in Group Form","2020","0","w","","CD",  ""
"104963","","Kim Cascone &amp; Scanner","","","The Crystalline Address","2002","0","w","","CD",  ""
"289259","","Aäkon Këëtrëh","","","The Dark Winter","1997","0","o","","MP3",  ""
"110193","","Hella","","","The Devil Isn't Red","2004","8","o","","MP3",  ""
"240914","","William Basinski","","","The Disintegration Loops","2002","0","o","","MP3",  ""
"285966","","William Basinski","","","The Disintegration Loops II","2003","0","o","","MP3",  ""
"285968","","William Basinski","","","The Disintegration Loops III","2003","0","o","","MP3",  ""
"285971","","William Basinski","","","The Disintegration Loops IV","2003","0","o","","MP3",  ""
"6302527","","Akhlys","","","The Dreaming I","2015","0","o","","MP3",  ""
"1960629","","Rev. Jim Jones","","","Thee Last Supper","1984","0","w","","LP",  ""
"326892","","Datach'i","","","The Elements","2005","8","o","","MP3",  ""
"40318","","Gorguts","","","The Erosion of Sanity","1993","0","w","","CD",  ""
"6209","","Faust","","","The Faust Tapes","1973","0","o","","MP3",  ""
"3229933","","S·Core / Xper.Xr / C.C.C.C.","","","The Fifth Complaint Concerns Emotional Disturbances","1993","0","w","","LP",  ""
"104362","","Rapoon","","","The Fires of the Borderlands","1998","0","w","","CD",  ""
"7994123","","Ancient Methods","","","The First Siren","2017","0","o","","MP3",  ""
"7321507","","Minóy","","","The Flavor of Acid on Ice","1987","0","o","","MP3",  ""
"343687","","Vladislav Delay","","","The Four Quarters","2005","7","w","","CD",  ""
"1997402","","Sceptical Schizo","","","The Four Seasons","1991","7","o","","MP3",  ""
"165492","","Flux of Pink Indians","","","The Fucking Cunts Treat Us Like Pricks","1984","0","w","","LP",  ""
"10244123","","Deathspell Omega","","","The Furnaces of Palingenesia","2019","7","n","","",  ""
"8170892","","Aaron Dilloway","","","The Gag File","2017","0","o","","MP3",  ""
"1558850","","Colin Potter","","","The Ghost Office","1980","0","w","","Cassette",  ""
"496571","","Ramleh","","","The Hand of Glory","1983","0","w","","LP",  ""
"9743065","","Rotting Christ","","","The Heretics","2019","4","n","","",  ""
"133570","","Ayreon","","","The Human Equation","2004","0","w","","CD",  ""
"8472","","Discordance Axis","","","The Inalienable Dreamless","2000","8","o","","MP3",  ""
"14828717","","Peter Brötzmann / Keiji Haino Duo","","","The Intellect Given Birth to Here (Eternity) Is Too Young","2022","0","w","","MP3",  ""
"25449","","Bolt Thrower","","","The IVth Crusade","1992","0","o","","MP3",  ""
"7626","","Amorphis","","","The Karelian Isthmus","1992","0","o","","MP3",  ""
"973425","","宮城道雄 [Michio Miyagi]","","","The Koto Music of Michio Miyagi - Memorial Recording","1968","0","w","","LP",  ""
"65304","","Asko Ensemble / Schönberg Ensemble / Reinbert de Leeuw / Pierre-Laurent Aimard / Peter Masseurs","","","The Ligeti Project I: Melodien; Chamber Concerto; Piano Concerto; Mysteries of the Macabre","2001","0","w","","CD",  ""
"394536","","Berliner Philharmoniker / London Voices / Asko Ensemble / Schönberg Ensemble / Terry Edwards / Reinbert de Leeuw / Jonathan Nott","","","The Ligeti Project IV: Hamburg Concerto; Double Concerto; Ramifications; Requiem","2003","7","u","","CD",  ""
"32242","","Diamanda Galás","","","The Litanies of Satan","1982","7","n","","",  ""
"14525409","","Deathspell Omega","","","The Long Defeat","2022","0","w","","MP3",  ""
"1186202","","The Lounge Lizards","","","The Lounge Lizards","1981","0","w","","LP",  ""
"360353","","Ashtray Navigations","","","The Love That Whirrs","2005","0","w","","CD",  ""
"155079","","Sadistik Exekution","","","The Magus","1991","8","o","","MP3",  ""
"914292","","Chicago Symphony Orchestra and Chorus / Pierre Boulez","","","The Miraculous Mandarin; Music for Strings, Percussion and Celesta","1996","0","w","","CD",  ""
"661663","","Harold Budd, Elizabeth Fraser, Robin Guthrie &amp; Simon Raymonde","","","The Moon and the Melodies","1986","8","o","","MP3",  ""
"16074","","Hallo Venray","","","The More I Laugh, the Hornier Due Gets","1991","0","w","","CD",  ""
"65879","","Nurse With Wound","","","The Musty Odour of Pierced Rectums","2003","0","w","","CD-R",  ""
"266993","","Bernhard Günter","","","Then, Silence","2001","0","w","","CD",  ""
"9779","","Beherit","","","The Oath of Black Blood","1991","8","o","","MP3",  ""
"91821","","Theoretical Girls","","","Theoretical Girls","2002","0","o","","MP3",  ""
"142590","","Marc-André Hamelin","","","The People United Will Never Be Defeated!","1999","0","w","","CD",  ""
"8277357","","Biosphere","","","The Petrified Forest","2017","0","o","","MP3",  ""
"893014","","Jason Lescalleet","","","The Pilgrim","2006","0","w","","LP",  ""
"1700373","","Yellow Tears","","","The Pissmop","2008","0","w","","LP",  ""
"707696","","M·B=Maurizio Bianchi","","","The Plain Truth","1983","0","w","","LP",  ""
"69790","","Crispy Ambulance","","","The Plateau Phase","1982","0","o","","MP3",  ""
"1808868","","Dier","","","The Pleasure Culture","1982","0","w","","Cassette",  ""
"8035","","Gary Numan","","","The Pleasure Principle","1979","8","o","","MP3",  ""
"3304250","","The Liggers / Manchester Mekon / The Spurtz / Bathroom Renovations","","","The Potent Human E.P.","1980","7","w","","MP3",  ""
"8797351","","Stanislav Tolkachev","","","There Is Almost No God","2017","0","w","","MP3",  ""
"2214184","","Twilight Ritual","","","The Ritual","1982","7","o","","MP3",  ""
"7763446","","Keith Rowe","","","The Room Extended","2016","0","w","","CD",  ""
"6856328","","SNTS","","","The Rustling of the Leaves","2015","0","u","","MP3",  ""
"14762041","","The Chasm","","","The Scars of a Lost Reflective Shadow","2022","0","o","","MP3",  ""
"1095966","","Merzbow + Richard Ramirez","","","The Science of Dissecting Society","1994","0","w","","LP",  ""
"4743550","","Caustic Visions","","","The Second Sighting","1993","0","w","","LP",  ""
"100011","","Ludus","","","The Seduction","1981","0","w","","LP",  ""
"1644926","","Funebrarum","","","The Sleep of Morbid Dreams","2009","0","w","","CD",  ""
"1350195","","Isengrind / TwinSisterMoon / Natural Snow Buildings","","","The Snowbringer Cult","2008","0","w","","CD",  ""
"3181580","","The Soft Moon","","","The Soft Moon","2010","7","o","","MP3",  ""
"213149","","The Chasm","","","The Spell of Retribution","2004","8","o","","MP3",  ""
"130696","","Diamanda Galás with John Paul Jones","","","The Sporting Life","1994","0","w","","CD",  ""
"7960057","","La Monte Young","","","The Theatre of Eternal Music","1995","0","w","","LP",  ""
"596253","","The Tallis Scholars / Peter Phillips","","","The Three Masses: Mass for Five Voices; Mass for Four Voices; Mass for Three Voices","1985","0","w","","CD",  ""
"9758293","","Acronym &amp; Kali Malone","","","The Torrid Eye","2019","0","o","","MP3",  ""
"4231","","Coil","","","The Unreleased Themes for Hellraiser","1987","0","w","","LP",  ""
"12860197","","Voyage","","","The Vale of Tears","1990","0","w","","Cassette",  ""
"175","","The Velvet Underground","","","The Velvet Underground","1969","6","o","","MP3",  ""
"111654","","Monte Cazazza","","","The Worst of Monte Cazazza","1992","7","o","","MP3",  ""
"1123917","","Crash Worship","","","This","1987","0","w","","Cassette",  ""
"565952","","Dadamah","","","This Is Not a Dream","1992","0","o","","MP3",  ""
"667417","","The Rita","","","Thousands of Dead Gods","2006","0","w","","CD",  ""
"4024","","Graveland","","","Thousand Swords","1995","0","w","","CD",  ""
"16454","","Throbbing Gristle","","","Throbbing Gristle's Greatest Hits: Entertainment Through Pain","1981","7","w","","LP",  ""
"14753197","","Atramentum","","","Through Fire, Everything Is Renewed","2022","0","w","","MP3",  ""
"4067","","Current 93","","","Thunder Perfect Mind","1992","8","o","","MP3",  ""
"2664125","","Mika Vainio","","","Time Examined","2010","0","u","","MP3",  ""
"9441","","Time Machines","","","Time Machines","1998","9","o","","MP3",  ""
"429969","","Torgeist","","","Time of Sabbath","1995","0","o","","MP3",  ""
"202284","","Seefeel / Aphex Twin","","","Time to Find Me","1993","0","w","","LP",  ""
"260591","","Nocturnal Emissions","","","Tissue of Lies","1980","7","o","","MP3",  ""
"10429700","","Elektrabel / Stanislav Tolkachev","","","Toinen Runo","2006","0","w","","LP",  ""
"665064","","Trevor Wishart","","","Tongues of Fire","1994","0","w","","CD",  ""
"92764","","Sun City Girls","","","Torch of the Mystics","1990","0","w","","LP",  ""
"851","","Tortoise","","","Tortoise","1994","7","n","","",  ""
"135353","","Nåstrond 666","","","Toteslaut","1995","8","o","","MP3",  ""
"165509","","Infester","","","To the Depths, in Degradation","1994","8","o","","MP3",  ""
"547523","","Stilluppsteypa &amp; irr. app. (ext.)","","","Tpith or Tetapth","1997","6","o","","MP3",  ""
"1009985","","H&amp;M","","","Tranquilizer EP","1992","0","w","","LP",  ""
"76556","","diSEMBOWELMENT","","","Transcendence Into the Peripheral","1993","8","o","","MP3",  ""
"256278","","László Hortobágyi","","","Transreplica Meccano","1989","0","w","","MP3",  ""
"1175","","Cocteau Twins","","","Treasure","1984","9","o","","MP3",  ""
"1314303","","Jacaszek","","","Treny","2008","0","o","","MP3",  ""
"14641","","Rotting Christ","","","Triarchy of the Lost Lovers","1996","0","o","","MP3",  ""
"141690","","Polyphony / Stephen Layton","","","Triodion","2003","0","w","","CD",  ""
"1517991","","Autechre","","","Tri repetae","1996","8","o","","MP3",  ""
"3516512","","Tukaaria / Odz Manouk","","","Tukaaria / Odz Manouk","2011","9","o","","MP3",  ""
"2336404","","Vladislav Delay","","","Tummaa","2009","7","w","","CD",  ""
"14508","","Royal Trux","","","Twin Infinitives","1990","0","w","","LP",  ""
"133797","","Angelo Badalamenti","","","Twin Peaks","1990","0","w","","CD",  ""
"1145118","","Less Dance / The Nue","","","Two Gether","1982","0","w","","LP",  ""
"14922047","","Ryoji Ikeda","","","Ultratronics","2022","0","w","","CD",  ""
"9928016","","Cytochrome C","","","Un arbre en lévitation","1998","0","w","","MP3",  ""
"155440","","Merciless","","","Unbound","1994","8","o","","MP3",  ""
"2478619","","Akatombo","","","Unconfirmed Reports","2009","0","w","","CD",  ""
"11440","","Bill Evans &amp; Jim Hall","","","Undercurrent","1962","0","u","","LP",  ""
"65825","","Manes","","","Under ein blodraud maane","1999","6","w","","CD",  ""
"560789","","S·Core","","","Undersong","1987","0","o","","MP3",  ""
"4113","","Bathory","","","Under the Sign of the Black Mark","1987","8","w","","LP",  ""
"10281324","","Andavald","","","Undir skyggðarhaldi","2019","0","o","","MP3",  ""
"10947282","","z.B.u.ä. with Kapotte Muziek","","","Unformal Sound Report #5","1991","0","w","","Cassette",  ""
"70437","","Demigod","","","Unholy Domain","1991","0","o","","MP3",  ""
"861571","","Demigod / Necropsy","","","Unholy Domain / Necropsy","1992","0","w","","LP",  ""
"156605","","Det Hedenske Folk / Abyssic Hate","","","United by Heathen Blood","1997","0","w","","CD",  ""
"3641647","","Alva Noto","","","univrs","2011","6","o","","MP3",  ""
"500920","","Julius Eastman","","","Unjust Malaise","2005","0","w","","CD",  ""
"334183","","Der Moderne Man","","","Unmodern","1982","0","w","","LP",  ""
"6241","","Henry Cow","","","Unrest","1974","0","w","","LP",  ""
"51360","","Unsane","","","Unsane","1991","0","w","","CD",  ""
"837327","","Autechre","","","Untilted","2005","9","o","","MP3",  ""
"3684966","","[unknown artist]","","","[untitled]","2011","0","w","","Cassette",  ""
"9372241","","Robbert Mononom","","","Untitled","1998","0","w","","LP",  ""
"2975325","","Angel Flo &amp; Armaguet Nad","","","Untitled","1997","0","w","","LP",  ""
"253143","","Juan de la Cruz Band","","","Up in Arms","1972","0","w","","LP",  ""
"687559","","Theoretical Girls","","","U.S. Millie / You Got Me","1978","0","w","","LP",  ""
"2241218","","uSSSy","","","uSSSy","2009","0","w","","CD",  ""
"768008","","Cephalotripsy","","","Uterovaginal Insertion of Extirpated Anomalies","2007","0","u","","MP3",  ""
"2392022","","Alva Noto + Ryuichi Sakamoto with Ensemble Modern","","","utp_","2009","0","w","","CD",  ""
"351197","","Organum","","","Vacant Lights","1987","0","w","","Cassette",  ""
"104752","","Panasonic","","","Vakio","1995","8","o","","MP3",  ""
"7404","","Mütiilation","","","Vampires of Black Imperial Blood","1995","8","o","","MP3",  ""
"395593","","Matrix","","","Various Films","2000","0","w","","CD",  ""
"4608690","","T.U.M.S.A.","","","Veltījums tumsā","1987","0","w","","Other",  ""
"9915110","","Merzbow","","","Venereology","2019","0","w","","LP",  ""
"4305","","Merzbow","","","Venereology","1994","0","u","","CD",  ""
"105842","","Bestial Warlust","","","Vengeance War 'Till Death","1994","7","o","","MP3",  ""
"4046453","","Finnish Radio S. O. / Esa-Pekka Salonen / Camilla Hoitenga","","","Verblendungen; Jardin secret I; Laconisme de l'aile; ...sah den Vögeln","1985","0","o","","MP3",  ""
"4198620","","PHBTK","","","Verfall","1988","0","w","","Cassette",  ""
"1954740","","Deathspell Omega","","","Veritas Diaboli Manet in Aeternum: Chaining the Katechon","2008","8","n","","",  ""
"498327","","Peter Duimelinks / Roel Meelkop / Ralf Wehowsky","","","Verklärte Tage","2000","0","o","","MP3",  ""
"2438","","Björk","","","Vespertine","2001","0","w","","CD",  ""
"4266157","","Portal","","","Vexovoid","2013","7","n","","",  ""
"20866","","Enslaved","","","Vikingligr veldi","1994","8","w","","CD",  ""
"9223916","","Imperial Triumphant","","","Vile Luxury","2018","8","u","","MP3",  ""
"354522","","Symphonieorchester des Bayerischen Rundfunks / Colin Davis / Gidon Kremer","","","Violin Concerto; 3 Orchestral Pieces","1985","0","w","","LP",  ""
"105458","","György Pauk / Jenő Jandó / Kálmán Berkes","","","Violin Sonatas Nos. 1 and 2; Contrasts","1994","9","o","","MP3",  ""
"9274685","","Gidon Kremer / Martha Argerich","","","Violinsonaten / Thema und Variationen","1990","0","w","","CD",  ""
"340284","","IRM","","","Virgin Mind","2005","7","w","","CD",  ""
"5780527","","Vladislav Delay","","","Visa","2014","0","u","","MP3",  ""
"13394","","Boredoms","","","Vision Creation Newsun","1999","0","o","","MP3",  ""
"183198","","Flue","","","Vista","1983","0","w","","LP",  ""
"2628283","","William Basinski","","","Vivian &amp; Ondine","2009","0","w","","CD",  ""
"2367785","","Janitor of Lunacy / Unit","","","VM Tre","1985","0","w","","Cassette",  ""
"42338","","Luomo","","","Vocalcity","2000","0","w","","CD",  ""
"253851","","Alva Noto + Ryuichi Sakamoto","","","Vrioon","2002","7","o","","MP3",  ""
"8601165","","Aosoth","","","V: The Inside Scriptures","2017","0","o","","MP3",  ""
"204163","","Abhorrence","","","Vulgar Necrolatry","1990","7","o","","MP3",  ""
"740347","","Essential Logic","","","Wake Up / Eagle Bird / Quality Crayon Wax O.K. / Bod's Message","1979","6","o","","MP3",  ""
"1846236","","Ten Wanted Men","","","Wanted: Dead or Alive","1995","0","w","","Cassette",  ""
"1282709","","If-Then-Else","","","Warhead","1981","0","w","","LP",  ""
"2069707","","Punctured Tough Guy","","","Warped Houses","1984","0","w","","Cassette",  ""
"10405401","","Autechre","","","Warp Tapes 89-93","2019","0","w","","MP3",  ""
